avlc1-L02
Graph Created on: 2024-07-22 12:03:48.823
Recording on: 2024-07-22 12:08:14.680
2 msec/sample
3 channels
EMG
mV
Integrated EMG (est.)
mV-sec
Clench Force
kg
CH1	CH40	CH41	
0.00610352	0.0235535	0.139509	
0.0384521	0.023938	0.139509	
-0.0244141	0.0241821	0.139509	
0.00305176	0.0242126	0.139509	
0.0488281	0.0247009	0.12207	
0.0158691	0.0248596	0.12207	
-0.00854492	0.0249451	0.12207	
0.0378418	0.0253235	0.12207	
0.0323486	0.025647	0.139509	
0.0335693	0.0259827	0.139509	
-0.00854492	0.0260681	0.139509	
0.0134277	0.0262024	0.139509	
0.0396729	0.0265991	0.12207	
0.0469971	0.0270691	0.12207	
-0.0439453	0.0275085	0.12207	
0.0140381	0.0276489	0.12207	
0.0476074	0.028125	0.12207	
0.0115967	0.028241	0.12207	
0.0280762	0.0285217	0.12207	
-0.00976563	0.0286194	0.12207	
0.0219727	0.0284973	0.12207	
0.0714111	0.028479	0.12207	
-0.00549316	0.0284729	0.12207	
0.0115967	0.028479	0.12207	
0.0305176	0.0284241	0.12207	
0	0.0283325	0.12207	
0.0463867	0.0283203	0.12207	
-0.0189209	0.0282776	0.12207	
0.0146484	0.0281921	0.12207	
0.0561523	0.028064	0.12207	
0.0268555	0.0280334	0.12207	
-0.00488281	0.0280579	0.12207	
0.0408936	0.0280823	0.12207	
0.0317383	0.0279846	0.12207	
0.0415039	0.0279297	0.12207	
0.00488281	0.0279236	0.12207	
-0.0012207	0.0279175	0.12207	
0.0354004	0.0278503	0.139509	
0.0445557	0.0278564	0.139509	
-0.0335693	0.0280396	0.139509	
0.0286865	0.027887	0.139509	
0.0579834	0.0280212	0.139509	
0.0317383	0.0281555	0.139509	
0.0592041	0.0282104	0.139509	
0.0152588	0.0283081	0.139509	
0.0219727	0.0281311	0.139509	
0.0769043	0.0282166	0.139509	
-0.0152588	0.0283691	0.139509	
0.00976563	0.0282349	0.12207	
0.0177002	0.028064	0.12207	
-0.0439453	0.0284363	0.12207	
0.0286865	0.0280823	0.12207	
-0.0390625	0.0284302	0.12207	
-0.0201416	0.02854	0.12207	
0.0152588	0.0281128	0.12207	
-0.00976563	0.027948	0.12207	
-0.000610352	0.0277893	0.139509	
0.0402832	0.02771	0.139509	
0.0244141	0.0275696	0.139509	
0.0262451	0.027417	0.139509	
0.00793457	0.0272156	0.139509	
-0.00488281	0.0272095	0.139509	
0.0231934	0.0268982	0.139509	
0.0335693	0.0269836	0.139509	
-0.0488281	0.0270081	0.139509	
-0.00183105	0.0268433	0.12207	
-0.012207	0.0267639	0.12207	
-0.0305176	0.0269836	0.12207	
-0.00366211	0.0266785	0.12207	
-0.0305176	0.0267883	0.12207	
0.020752	0.0267944	0.12207	
0.0469971	0.0266724	0.12207	
-0.0494385	0.0270813	0.12207	
-0.012207	0.0271057	0.12207	
0.0482178	0.0271729	0.139509	
0.0189209	0.027179	0.139509	
0.0195313	0.027063	0.139509	
-0.0616455	0.0274658	0.139509	
-0.00793457	0.0273071	0.139509	
-0.000610352	0.026709	0.139509	
-0.0201416	0.0265015	0.139509	
-0.0531006	0.0269592	0.139509	
-0.0183105	0.0268921	0.139509	
0.0140381	0.0267456	0.139509	
0.00671387	0.0262817	0.139509	
0.00671387	0.0261169	0.139509	
0.0128174	0.0261475	0.139509	
0.0134277	0.026001	0.139509	
0.0354004	0.0260193	0.139509	
0.0506592	0.0260864	0.139509	
0.067749	0.0266663	0.139509	
0.0134277	0.0265015	0.139509	
0.0720215	0.0270996	0.139509	
0.0756836	0.0274109	0.139509	
-0.03479	0.0277283	0.139509	
0.0476074	0.0279053	0.139509	
0.0592041	0.0277649	0.139509	
-0.0195313	0.0279175	0.139509	
0.00183105	0.0278076	0.139509	
0.00793457	0.0275269	0.139509	
-0.0726318	0.0281921	0.139509	
0.0366211	0.0281738	0.139509	
0.0286865	0.0282166	0.139509	
0.0402832	0.0285889	0.139509	
0.112305	0.0292236	0.139509	
0.00305176	0.0290955	0.139509	
-0.150757	0.0305176	0.139509	
0.00427246	0.0301819	0.139509	
-0.000610352	0.0298645	0.139509	
-0.0354004	0.0298828	0.139509	
-0.114746	0.0309448	0.139509	
-0.12085	0.032019	0.139509	
0.0946045	0.0325684	0.139509	
-0.0305176	0.0324036	0.139509	
-0.143433	0.0333984	0.139509	
0.0311279	0.0335693	0.139509	
0.12146	0.0343079	0.139509	
0.0305176	0.0344971	0.139509	
-0.0146484	0.0343628	0.139509	
-0.0463867	0.034729	0.139509	
0.0231934	0.0347412	0.139509	
-0.0585938	0.034613	0.139509	
-0.022583	0.0347839	0.139509	
-0.0280762	0.0349487	0.139509	
-0.0128174	0.0347717	0.139509	
-0.0286865	0.0350586	0.139509	
0.0683594	0.0352783	0.139509	
0.0152588	0.0352417	0.139509	
-0.00610352	0.0351563	0.156948	
0.0378418	0.0349731	0.156948	
0.0140381	0.034845	0.156948	
-0.0164795	0.0349609	0.156948	
0.012207	0.0346741	0.156948	
-0.022583	0.0345825	0.139509	
-0.0268555	0.034436	0.139509	
-0.0634766	0.035022	0.139509	
-0.0775146	0.0357849	0.139509	
0.0787354	0.0362183	0.139509	
0.106812	0.0368408	0.139509	
-0.0463867	0.036969	0.139509	
-0.0354004	0.0370361	0.139509	
0.122681	0.0376831	0.139509	
0.0286865	0.0376526	0.139509	
0.0170898	0.0372314	0.139509	
0.0189209	0.0372681	0.139509	
0.012207	0.0371704	0.139509	
0.0256348	0.0366577	0.139509	
-0.0152588	0.0366577	0.139509	
0.0317383	0.0368774	0.139509	
0.0305176	0.0370056	0.139509	
-0.00488281	0.036615	0.139509	
-0.0115967	0.0364441	0.139509	
-0.0360107	0.0364136	0.139509	
0.0195313	0.0364075	0.139509	
0.012207	0.036377	0.139509	
-0.0335693	0.036615	0.139509	
0.0152588	0.0367615	0.139509	
-0.0115967	0.0364746	0.139509	
0.0115967	0.0363464	0.139509	
-0.0164795	0.0362488	0.139509	
-0.00793457	0.0362488	0.139509	
-0.0640869	0.0368408	0.139509	
-0.0830078	0.037439	0.139509	
0.0268555	0.0373718	0.139509	
-0.0585938	0.0374695	0.139509	
-0.0012207	0.0374634	0.139509	
0.00427246	0.037384	0.139509	
-0.0402832	0.0374817	0.139509	
0.0579834	0.0380249	0.139509	
0.0195313	0.037915	0.139509	
0.0280762	0.0379883	0.139509	
0.0463867	0.0379822	0.12207	
-0.0549316	0.0380371	0.12207	
-0.0378418	0.0382935	0.12207	
0.0238037	0.0380493	0.12207	
-0.0140381	0.0380005	0.12207	
-0.00427246	0.0378479	0.12207	
-0.0616455	0.0378479	0.12207	
-0.00549316	0.0378235	0.12207	
0.055542	0.0383728	0.12207	
0.00915527	0.0382629	0.12207	
-0.00305176	0.0377625	0.12207	
0.0769043	0.0383484	0.12207	
0.0415039	0.038623	0.12207	
0.0177002	0.0387329	0.139509	
0.0408936	0.0390747	0.139509	
0.00915527	0.0390381	0.139509	
0.078125	0.0396851	0.139509	
0.0714111	0.0400452	0.139509	
-0.0231934	0.0397705	0.139509	
0.0317383	0.0394104	0.139509	
0.0817871	0.040094	0.156948	
-0.0183105	0.0395569	0.156948	
-0.0384521	0.0391846	0.156948	
0	0.0388367	0.156948	
0.032959	0.0386902	0.156948	
0.0457764	0.0385559	0.156948	
-0.0299072	0.0386597	0.156948	
-0.03479	0.0389893	0.156948	
0.0158691	0.0390686	0.156948	
0.0665283	0.0390076	0.156948	
0.078125	0.0394226	0.139509	
-0.000610352	0.0391418	0.139509	
-0.0250244	0.0389893	0.139509	
0.0482178	0.0383484	0.139509	
0.0408936	0.0387268	0.139509	
-0.0305176	0.0375244	0.139509	
-0.00610352	0.0375427	0.139509	
-0.00732422	0.0376099	0.139509	
0.0109863	0.0373657	0.139509	
-0.00671387	0.0362854	0.139509	
-0.0146484	0.0352234	0.139509	
0.0274658	0.034552	0.139509	
0.0274658	0.0345215	0.139509	
-0.0335693	0.0334229	0.139509	
0.0415039	0.0335266	0.156948	
0.0280762	0.0325928	0.156948	
0.00488281	0.0323364	0.156948	
0.0823975	0.0330139	0.156948	
-0.0213623	0.0327637	0.156948	
0.0457764	0.0329895	0.156948	
0.0695801	0.0330994	0.156948	
0.0457764	0.0333313	0.156948	
0.0500488	0.033551	0.156948	
0.0183105	0.033606	0.156948	
-0.0280762	0.0335999	0.174386	
0.0823975	0.0337402	0.174386	
-0.0292969	0.0338806	0.174386	
-0.0457764	0.0342773	0.174386	
0.0537109	0.034436	0.174386	
-0.0115967	0.0344116	0.174386	
-0.012207	0.0343689	0.174386	
0.0567627	0.0348145	0.174386	
0.0231934	0.0348206	0.174386	
-0.0134277	0.0346863	0.174386	
-0.0537109	0.0345886	0.174386	
0.00427246	0.0338562	0.174386	
0.0164795	0.0332336	0.174386	
0.0256348	0.0324219	0.174386	
-0.0335693	0.0322937	0.174386	
-0.045166	0.0323914	0.174386	
-0.00610352	0.0312256	0.174386	
-0.0292969	0.0312317	0.174386	
0.0714111	0.0317749	0.174386	
-0.0012207	0.0315979	0.174386	
-0.0463867	0.0319397	0.191825	
0.0305176	0.0319885	0.191825	
-0.00976563	0.0319336	0.191825	
-0.010376	0.03172	0.191825	
0.0427246	0.031842	0.191825	
0.0115967	0.0319092	0.191825	
0.0195313	0.0319885	0.191825	
-0.03479	0.0319763	0.191825	
0.00793457	0.0318604	0.191825	
0.065918	0.0323975	0.191825	
0.043335	0.0324951	0.191825	
-0.0195313	0.0325378	0.191825	
0.0299072	0.0327209	0.191825	
-0.0311279	0.0329163	0.191825	
0.010376	0.0328552	0.209263	
0.0250244	0.0330261	0.209263	
-0.022583	0.0326111	0.209263	
0	0.031781	0.209263	
0.0189209	0.0317017	0.209263	
-0.0164795	0.0312805	0.209263	
-0.00244141	0.0312927	0.209263	
0.0268555	0.0315186	0.209263	
0.0115967	0.0312317	0.209263	
0.0494385	0.0311462	0.209263	
0.000610352	0.030957	0.209263	
0.020752	0.0308838	0.209263	
0.0640869	0.0310608	0.209263	
0.00793457	0.0305908	0.209263	
-0.0408936	0.0306213	0.209263	
0.0762939	0.0311462	0.209263	
0.0354004	0.0313599	0.209263	
0.0305176	0.0316223	0.226702	
-0.0158691	0.0311646	0.226702	
0.0396729	0.0315063	0.226702	
0.0128174	0.0310791	0.226702	
0.0170898	0.0311584	0.226702	
-0.010376	0.0312317	0.226702	
0.0402832	0.0308655	0.244141	
0.0219727	0.0306702	0.244141	
0.0518799	0.031012	0.244141	
-0.00732422	0.0306763	0.244141	
-0.0177002	0.0307617	0.244141	
0.0408936	0.0303894	0.244141	
0.0769043	0.0304443	0.244141	
-0.00183105	0.0302307	0.244141	
0.0158691	0.030072	0.244141	
0.0262451	0.0295166	0.244141	
0.0109863	0.0294434	0.244141	
0.0482178	0.029541	0.261579	
0.0402832	0.0299438	0.261579	
0.0286865	0.0299011	0.261579	
0.0604248	0.0300476	0.261579	
0.0311279	0.0300598	0.261579	
0.0561523	0.0302734	0.261579	
0.117798	0.0312927	0.261579	
0.0305176	0.0309326	0.261579	
0.0390625	0.030542	0.261579	
0.00366211	0.0305725	0.261579	
0.0317383	0.0306396	0.261579	
0.0805664	0.0309631	0.261579	
0.0311279	0.0308655	0.261579	
-0.043335	0.0309937	0.279018	
0.0250244	0.0311829	0.279018	
0.0360107	0.0314697	0.279018	
0.0567627	0.0319275	0.279018	
0.0360107	0.0322205	0.279018	
0.0354004	0.032428	0.279018	
0.0805664	0.032959	0.279018	
0.0512695	0.033197	0.279018	
-0.0280762	0.0331421	0.279018	
0.0952148	0.0336792	0.279018	
0.0958252	0.0343567	0.279018	
0.0183105	0.034491	0.279018	
0.100098	0.034668	0.279018	
-0.00549316	0.0345093	0.279018	
0.0469971	0.0345215	0.279018	
0.0854492	0.0346802	0.279018	
0.00305176	0.0342529	0.279018	
0	0.0337524	0.279018	
0.0115967	0.0336853	0.279018	
0.0213623	0.0336182	0.279018	
-0.0012207	0.0328064	0.279018	
-0.0195313	0.0327087	0.279018	
-0.00183105	0.0322693	0.279018	
0.0354004	0.0320862	0.279018	
0.065918	0.0326294	0.279018	
0.000610352	0.0325134	0.279018	
0.0366211	0.032312	0.279018	
0.0567627	0.0326477	0.279018	
0.0927734	0.0334412	0.279018	
0.0268555	0.0331726	0.279018	
-0.0408936	0.0335388	0.279018	
0.0811768	0.0341858	0.279018	
0.0769043	0.0346985	0.279018	
-0.0268555	0.0346313	0.279018	
0.0170898	0.0343506	0.279018	
0.0415039	0.0347046	0.279018	
0.0311279	0.0347229	0.279018	
0.0402832	0.0344116	0.279018	
0.0134277	0.0345337	0.296456	
0.057373	0.0346436	0.296456	
0.0537109	0.0348755	0.296456	
0.0201416	0.0349792	0.296456	
0.032959	0.0352051	0.296456	
0.0683594	0.0354614	0.296456	
0.020752	0.035553	0.296456	
0.0756836	0.0361145	0.296456	
-0.010376	0.0358704	0.296456	
0.0866699	0.0366577	0.296456	
0.136108	0.0373596	0.296456	
0.114746	0.0380737	0.296456	
-0.00976563	0.0379761	0.296456	
0.0610352	0.0382874	0.296456	
0.0854492	0.0388306	0.296456	
0.0360107	0.0390869	0.296456	
0.0128174	0.0389648	0.296456	
-0.0445557	0.0391846	0.296456	
0.0177002	0.0393616	0.296456	
0.0244141	0.0394165	0.296456	
-0.0750732	0.0400024	0.313895	
-0.0189209	0.0401672	0.313895	
0.03479	0.0402466	0.313895	
0.0244141	0.0403748	0.313895	
0.0512695	0.0403931	0.313895	
0.00366211	0.0404236	0.313895	
0.0134277	0.0403503	0.313895	
0.0695801	0.0404053	0.313895	
-0.0280762	0.0406067	0.313895	
-0.0195313	0.0403931	0.313895	
0.0256348	0.0398865	0.313895	
-0.000610352	0.0395386	0.313895	
0.0146484	0.0393799	0.313895	
-0.0775146	0.0399963	0.313895	
-0.00427246	0.0396423	0.313895	
0.0836182	0.0403503	0.331334	
0.0415039	0.0405945	0.331334	
0.00488281	0.0405396	0.331334	
0.0415039	0.0405518	0.331334	
0.0750732	0.0410828	0.331334	
0.0238037	0.040802	0.313895	
0.0164795	0.0408936	0.313895	
0.00671387	0.0407837	0.313895	
0.0579834	0.0409546	0.313895	
0.022583	0.0404114	0.313895	
-0.0360107	0.0407532	0.313895	
0.0323486	0.040918	0.313895	
0.0750732	0.0414063	0.331334	
0.032959	0.041626	0.331334	
0.0445557	0.0415894	0.331334	
0.0195313	0.0413818	0.331334	
0.0854492	0.0419495	0.331334	
0.0964355	0.0423096	0.331334	
0.0390625	0.0423889	0.331334	
-0.0390625	0.042218	0.331334	
0.0494385	0.0415344	0.331334	
0.0335693	0.0415649	0.331334	
0.0610352	0.0417847	0.331334	
-0.0170898	0.0419189	0.331334	
-0.0445557	0.0420471	0.331334	
0.0292969	0.0415344	0.331334	
0.0360107	0.0415833	0.331334	
0.0177002	0.0413269	0.331334	
0.0518799	0.0415955	0.331334	
0.0396729	0.0416321	0.331334	
0.0268555	0.041333	0.331334	
0.0128174	0.0411011	0.331334	
0.0402832	0.0411499	0.331334	
0.0469971	0.0408142	0.331334	
0.057373	0.0408752	0.331334	
-0.0506592	0.0411011	0.331334	
0.00915527	0.0402405	0.313895	
0.0146484	0.0394287	0.313895	
0.010376	0.0393494	0.313895	
0.0408936	0.0387573	0.313895	
-0.055542	0.0392578	0.313895	
0	0.0387878	0.313895	
0.0708008	0.0386414	0.313895	
0.022583	0.0388367	0.313895	
0.0213623	0.0390503	0.313895	
0.0714111	0.0396484	0.313895	
0.0579834	0.0400146	0.313895	
0.0744629	0.0407471	0.313895	
0.00854492	0.0406372	0.313895	
0.0238037	0.0408569	0.313895	
0.0628662	0.0411316	0.313895	
0.010376	0.0405762	0.313895	
-0.0604248	0.0411743	0.313895	
-0.0250244	0.0410583	0.313895	
0.00854492	0.0405762	0.313895	
0.0244141	0.0398926	0.313895	
0.0183105	0.0398071	0.313895	
-0.0360107	0.0397583	0.313895	
0.000610352	0.0389526	0.313895	
0.0488281	0.0386719	0.313895	
-0.0299072	0.0387024	0.313895	
0.00732422	0.0386047	0.313895	
-0.000610352	0.0381958	0.313895	
-0.0622559	0.0385071	0.313895	
0.0274658	0.0383789	0.313895	
-0.0317383	0.038562	0.313895	
-0.0152588	0.0381409	0.313895	
0.0201416	0.0378052	0.313895	
0.0231934	0.0378357	0.313895	
0	0.0375061	0.313895	
0.020752	0.03703	0.331334	
-0.0231934	0.0370544	0.331334	
0.0183105	0.0364807	0.331334	
-0.020752	0.0365845	0.313895	
-0.00549316	0.0357727	0.313895	
0.0244141	0.0346558	0.313895	
0.0109863	0.0336182	0.313895	
-0.0152588	0.0336731	0.313895	
0.0457764	0.0335205	0.313895	
0.0714111	0.0333801	0.313895	
0.0549316	0.0335693	0.313895	
0.0238037	0.0336792	0.313895	
0	0.0332336	0.313895	
0.0787354	0.033844	0.313895	
0.0585938	0.0341858	0.313895	
-0.0323486	0.0337585	0.313895	
0.00305176	0.0335999	0.313895	
-0.0170898	0.0334229	0.313895	
-0.0512695	0.0336914	0.313895	
0.0488281	0.033667	0.313895	
-0.0286865	0.0339172	0.313895	
-0.0195313	0.0339783	0.313895	
0.0646973	0.0339294	0.313895	
-0.00366211	0.0336853	0.313895	
-0.0183105	0.0336731	0.313895	
0.020752	0.0336243	0.313895	
0.0500488	0.0341187	0.313895	
0.0366211	0.0343384	0.313895	
-0.0543213	0.0341064	0.313895	
0.00915527	0.0341553	0.313895	
0.065918	0.0339783	0.313895	
0.0268555	0.0338318	0.313895	
-0.0408936	0.0341919	0.313895	
0.0262451	0.0340393	0.313895	
0.0177002	0.0334656	0.313895	
0.0134277	0.0333618	0.313895	
0.0152588	0.0333496	0.313895	
-0.0128174	0.0334106	0.313895	
-0.0115967	0.0329468	0.313895	
0.0213623	0.0329346	0.313895	
-0.0109863	0.0326843	0.313895	
0.0244141	0.032605	0.296456	
0.0378418	0.0322327	0.296456	
-0.0372314	0.0322754	0.296456	
-0.0134277	0.0319641	0.296456	
-0.0311279	0.0320801	0.296456	
0.0354004	0.0315796	0.296456	
0.0634766	0.03125	0.296456	
-0.0708008	0.0315674	0.313895	
-0.0500488	0.0316772	0.313895	
-0.0445557	0.0316284	0.313895	
-0.0146484	0.0314392	0.313895	
-0.00793457	0.0309082	0.313895	
-0.0842285	0.0315796	0.313895	
-0.0762939	0.031897	0.313895	
-0.0299072	0.0319031	0.313895	
-0.0256348	0.0317993	0.313895	
-0.0915527	0.0325378	0.313895	
0.0012207	0.0320312	0.313895	
0.0213623	0.0318481	0.313895	
0.00183105	0.0315979	0.313895	
-0.0170898	0.0316406	0.313895	
-0.0457764	0.0316956	0.313895	
0.0292969	0.0315186	0.313895	
0.0164795	0.0311096	0.313895	
-0.0793457	0.0313965	0.313895	
0.043335	0.0317383	0.313895	
0.0177002	0.0317688	0.313895	
-0.00366211	0.0317017	0.313895	
0.0524902	0.0318176	0.313895	
-0.0463867	0.0317261	0.313895	
0.0775146	0.0325012	0.313895	
0.115356	0.0329468	0.313895	
0.0152588	0.0328735	0.313895	
0.0262451	0.0329224	0.313895	
0.0170898	0.0323792	0.313895	
-0.00183105	0.0318176	0.313895	
0.0445557	0.0315186	0.313895	
-0.043335	0.0318665	0.313895	
-0.0012207	0.0316406	0.313895	
0.0421143	0.0314331	0.313895	
-0.0231934	0.0315613	0.313895	
-0.0634766	0.0315918	0.313895	
0.0146484	0.031488	0.313895	
0.000610352	0.0314087	0.313895	
0.0402832	0.0315674	0.313895	
-0.0421143	0.0318054	0.313895	
-0.020752	0.0316528	0.313895	
0.0463867	0.0321106	0.313895	
0.0469971	0.0320923	0.313895	
-0.0280762	0.032074	0.313895	
0.0140381	0.0321411	0.313895	
0.0439453	0.0325745	0.313895	
0.00610352	0.0320129	0.313895	
0.0335693	0.032074	0.313895	
-0.0262451	0.032019	0.313895	
-0.00244141	0.0318909	0.313895	
0.0286865	0.0319763	0.313895	
-0.0189209	0.0319336	0.313895	
-0.043335	0.0323669	0.313895	
0.0469971	0.0326294	0.313895	
0.0115967	0.0325134	0.313895	
0.0323486	0.0326538	0.313895	
-0.0244141	0.0326904	0.313895	
-0.0128174	0.0327637	0.313895	
0.0854492	0.033374	0.313895	
0.0531006	0.0337952	0.313895	
-0.0518799	0.0341614	0.313895	
0.0512695	0.0342163	0.331334	
0.0341797	0.033844	0.331334	
0.0262451	0.0335571	0.331334	
-0.0012207	0.0333313	0.331334	
-0.0158691	0.03349	0.331334	
0.0390625	0.0330933	0.331334	
0.0628662	0.033136	0.331334	
-0.055542	0.0333679	0.331334	
-0.0115967	0.0334534	0.331334	
0.0341797	0.0336243	0.331334	
0.0256348	0.0333679	0.313895	
0.0622559	0.0335022	0.313895	
0.00915527	0.0333069	0.313895	
0.000610352	0.0331177	0.331334	
0.0695801	0.0331665	0.331334	
0	0.0331299	0.331334	
-0.020752	0.0331543	0.331334	
0.057373	0.0335205	0.331334	
0.0262451	0.0332825	0.331334	
0.0134277	0.0330505	0.331334	
-0.0518799	0.0330261	0.331334	
0.0244141	0.0331787	0.348772	
0.0518799	0.0330383	0.348772	
0.010376	0.0328735	0.348772	
-0.0372314	0.0328369	0.348772	
0.0689697	0.0332642	0.348772	
0.0646973	0.0337341	0.348772	
0.00732422	0.0336731	0.348772	
-0.00488281	0.0335693	0.348772	
-0.03479	0.0337891	0.348772	
0.0177002	0.0338501	0.348772	
0.0726318	0.0343628	0.348772	
-0.0616455	0.0348694	0.348772	
-0.0305176	0.0349304	0.348772	
0.0219727	0.0347717	0.348772	
-0.0592041	0.0349915	0.348772	
0.0109863	0.034967	0.348772	
-0.0152588	0.0348083	0.348772	
-0.020752	0.0346619	0.348772	
0.00427246	0.0340698	0.348772	
-0.0335693	0.0336975	0.366211	
-0.0567627	0.0337646	0.366211	
0.00427246	0.0333618	0.366211	
0.0213623	0.033429	0.366211	
0.00793457	0.033429	0.366211	
-0.032959	0.0329163	0.366211	
-0.0335693	0.032489	0.366211	
0.0628662	0.0328186	0.366211	
0.0634766	0.033197	0.366211	
-0.0421143	0.0327026	0.366211	
-0.00854492	0.0327759	0.366211	
0.0231934	0.0327942	0.366211	
0.0305176	0.0330811	0.366211	
0.00427246	0.0329529	0.38365	
-0.0469971	0.0329651	0.38365	
0.00976563	0.0327698	0.38365	
0.0634766	0.0332397	0.38365	
-0.0549316	0.0329956	0.38365	
-0.0183105	0.0327454	0.366211	
0.00854492	0.0326538	0.366211	
0.00854492	0.0327026	0.366211	
0.0177002	0.0323547	0.366211	
-0.0286865	0.0321777	0.366211	
0.00732422	0.0314758	0.366211	
0.0231934	0.0305542	0.366211	
-0.0250244	0.0306519	0.366211	
0.00427246	0.0304321	0.366211	
-0.00366211	0.0302979	0.366211	
-0.0109863	0.0303894	0.366211	
-0.00610352	0.0300049	0.366211	
-0.0646973	0.0302185	0.366211	
-0.0311279	0.0305176	0.366211	
0.0128174	0.0302246	0.366211	
-0.0189209	0.0301819	0.366211	
-0.0524902	0.030072	0.38365	
0.0262451	0.030188	0.38365	
0.00610352	0.0302429	0.38365	
0.0311279	0.0301514	0.366211	
0.0195313	0.0299255	0.366211	
-0.0396729	0.0301147	0.366211	
0.00427246	0.0296936	0.366211	
0.0805664	0.0300293	0.38365	
0.0012207	0.0297607	0.38365	
-0.0317383	0.0299377	0.38365	
0.0195313	0.0296936	0.38365	
-0.00915527	0.0297241	0.38365	
0.010376	0.0294922	0.38365	
-0.0537109	0.0297668	0.38365	
-0.0134277	0.0298767	0.38365	
0.0238037	0.0298279	0.38365	
-0.0299072	0.0299377	0.38365	
-0.0604248	0.0301086	0.38365	
-0.0189209	0.0298279	0.38365	
0.0115967	0.0298279	0.38365	
0.0286865	0.0297913	0.38365	
-0.0537109	0.0300842	0.38365	
-0.010376	0.0300598	0.38365	
0.0140381	0.0293457	0.401088	
0.0341797	0.0291565	0.401088	
-0.0341797	0.0289795	0.401088	
0.0439453	0.0289063	0.401088	
0.0292969	0.0288574	0.401088	
0.0231934	0.0288269	0.401088	
0.0427246	0.0292419	0.401088	
0.0311279	0.0293945	0.401088	
0.0671387	0.0296753	0.401088	
0.0579834	0.0296265	0.401088	
-0.0012207	0.0290833	0.401088	
0.0177002	0.0291443	0.401088	
0.0244141	0.0290466	0.401088	
0.020752	0.0289978	0.401088	
0.0201416	0.0285767	0.401088	
-0.0640869	0.029126	0.38365	
0.00793457	0.0291992	0.38365	
0.0708008	0.0292114	0.38365	
0.0177002	0.0293884	0.38365	
-0.0268555	0.0294495	0.38365	
0.0299072	0.0291748	0.38365	
0.0280762	0.0291931	0.401088	
0.067749	0.0297363	0.401088	
0.0128174	0.0293457	0.401088	
0.0177002	0.0292786	0.401088	
0.0488281	0.029248	0.401088	
